,Questions,Queries
3258,Ai là thủ phạm trong vụ ám sát Chính phủ Nhật Bản dẫn đến cuộc khởi nghĩa Hùng Lĩnh ?,"match (e:Giet)-[:doi_tuong_bi_giet]-(a) where a.name = ""Chính phủ Nhật Bản""
match (e)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:ten_goi]-(b) where b.name=""cuộc khởi nghĩa Hùng Lĩnh""
match (e)-[:doi_tuong_thuc_hien]-(c)
return c"
3259,Ai là thủ phạm trong vụ ám sát Lý Nam Đế dẫn đến Khởi nghĩa Lam Sơn ?,"match (e:Giet)-[:doi_tuong_bi_giet]-(a) where a.name = ""Lý Nam Đế""
match (e)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:ten_goi]-(b) where b.name=""Khởi nghĩa Lam Sơn""
match (e)-[:doi_tuong_thuc_hien]-(c)
return c"
3260,Ai là thủ phạm trong vụ ám sát Hồng Tú Toàn dẫn đến cuộc kháng chiến chống xâm lược Triệu ?,"match (e:Giet)-[:doi_tuong_bi_giet]-(a) where a.name = ""Hồng Tú Toàn""
match (e)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:ten_goi]-(b) where b.name=""cuộc kháng chiến chống xâm lược Triệu""
match (e)-[:doi_tuong_thuc_hien]-(c)
return c"
3261,Ai là thủ phạm trong vụ ám sát Ba-bua dẫn đến trận Vạn Tường ?,"match (e:Giet)-[:doi_tuong_bi_giet]-(a) where a.name = ""Ba-bua""
match (e)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:ten_goi]-(b) where b.name=""trận Vạn Tường""
match (e)-[:doi_tuong_thuc_hien]-(c)
return c"
3262,Ai là thủ phạm trong vụ ám sát Bắc Bình vương Nguyễn Huệ dẫn đến Cuộc cách mạng tháng 8 ?,"match (e:Giet)-[:doi_tuong_bi_giet]-(a) where a.name = ""Bắc Bình vương Nguyễn Huệ""
match (e)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:ten_goi]-(b) where b.name=""Cuộc cách mạng tháng 8""
match (e)-[:doi_tuong_thuc_hien]-(c)
return c"
3263,Ai là thủ phạm trong vụ ám sát Sác-lơ I dẫn đến Trân Châu cảng ?,"match (e:Giet)-[:doi_tuong_bi_giet]-(a) where a.name = ""Sác-lơ I""
match (e)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:ten_goi]-(b) where b.name=""Trân Châu cảng""
match (e)-[:doi_tuong_thuc_hien]-(c)
return c"
3264,Ai là thủ phạm trong vụ ám sát Cao Điển dẫn đến chiến thắng Ấp Bắc ?,"match (e:Giet)-[:doi_tuong_bi_giet]-(a) where a.name = ""Cao Điển""
match (e)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:ten_goi]-(b) where b.name=""chiến thắng Ấp Bắc""
match (e)-[:doi_tuong_thuc_hien]-(c)
return c"
3265,Ai là thủ phạm trong vụ ám sát Triệu Việt Vương dẫn đến phong trào giải phóng dân tộc trên thế giới ?,"match (e:Giet)-[:doi_tuong_bi_giet]-(a) where a.name = ""Triệu Việt Vương""
match (e)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:ten_goi]-(b) where b.name=""phong trào giải phóng dân tộc trên thế giới""
match (e)-[:doi_tuong_thuc_hien]-(c)
return c"
3266,Ai là thủ phạm trong vụ ám sát Ba-bua dẫn đến chè Bô-xtơn ?,"match (e:Giet)-[:doi_tuong_bi_giet]-(a) where a.name = ""Ba-bua""
match (e)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:ten_goi]-(b) where b.name=""chè Bô-xtơn""
match (e)-[:doi_tuong_thuc_hien]-(c)
return c"
3267,Ai là thủ phạm trong vụ ám sát Nga dẫn đến cuộc khởi nghĩa Yên Thế ?,"match (e:Giet)-[:doi_tuong_bi_giet]-(a) where a.name = ""Nga""
match (e)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:ten_goi]-(b) where b.name=""cuộc khởi nghĩa Yên Thế""
match (e)-[:doi_tuong_thuc_hien]-(c)
return c"
3268,Ai là thủ phạm trong vụ ám sát Vua Phổ Nghi dẫn đến trận Vạn Tường ?,"match (e:Giet)-[:doi_tuong_bi_giet]-(a) where a.name = ""Vua Phổ Nghi""
match (e)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:ten_goi]-(b) where b.name=""trận Vạn Tường""
match (e)-[:doi_tuong_thuc_hien]-(c)
return c"
3269,Ai là thủ phạm trong vụ ám sát Khúc Thừa Dụ dẫn đến Chiến tranh giành độc lập của 13 thuộc địa Anh ?,"match (e:Giet)-[:doi_tuong_bi_giet]-(a) where a.name = ""Khúc Thừa Dụ""
match (e)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:ten_goi]-(b) where b.name=""Chiến tranh giành độc lập của 13 thuộc địa Anh""
match (e)-[:doi_tuong_thuc_hien]-(c)
return c"
3270,Ai là thủ phạm trong vụ ám sát Võ Nguyên Giáp dẫn đến Phong trào Mặt trận Nhân dân chống phát xít và nguy cơ chiến tranh ?,"match (e:Giet)-[:doi_tuong_bi_giet]-(a) where a.name = ""Võ Nguyên Giáp""
match (e)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:ten_goi]-(b) where b.name=""Phong trào Mặt trận Nhân dân chống phát xít và nguy cơ chiến tranh""
match (e)-[:doi_tuong_thuc_hien]-(c)
return c"
3271,Ai là thủ phạm trong vụ ám sát Sa-min dẫn đến Cuộc Cách mạng Tân Hơi ?,"match (e:Giet)-[:doi_tuong_bi_giet]-(a) where a.name = ""Sa-min""
match (e)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:ten_goi]-(b) where b.name=""Cuộc Cách mạng Tân Hơi""
match (e)-[:doi_tuong_thuc_hien]-(c)
return c"
3272,Ai là thủ phạm trong vụ ám sát Chủ tịch Hồ Chí Minh dẫn đến trận chiến trên sông Bạch Đằng ?,"match (e:Giet)-[:doi_tuong_bi_giet]-(a) where a.name = ""Chủ tịch Hồ Chí Minh""
match (e)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:ten_goi]-(b) where b.name=""trận chiến trên sông Bạch Đằng""
match (e)-[:doi_tuong_thuc_hien]-(c)
return c"
3273,Ai là thủ phạm trong vụ ám sát Viên Thế Khải dẫn đến Trân Châu cảng ?,"match (e:Giet)-[:doi_tuong_bi_giet]-(a) where a.name = ""Viên Thế Khải""
match (e)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:ten_goi]-(b) where b.name=""Trân Châu cảng""
match (e)-[:doi_tuong_thuc_hien]-(c)
return c"
3274,Ai là thủ phạm trong vụ ám sát Triệu Việt Vương dẫn đến Cách mạng Nga ?,"match (e:Giet)-[:doi_tuong_bi_giet]-(a) where a.name = ""Triệu Việt Vương""
match (e)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:ten_goi]-(b) where b.name=""Cách mạng Nga""
match (e)-[:doi_tuong_thuc_hien]-(c)
return c"
3275,Ai là thủ phạm trong vụ ám sát Trần Văn Dự dẫn đến trận tập kích thị xã Hà Tĩnh ?,"match (e:Giet)-[:doi_tuong_bi_giet]-(a) where a.name = ""Trần Văn Dự""
match (e)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:ten_goi]-(b) where b.name=""trận tập kích thị xã Hà Tĩnh""
match (e)-[:doi_tuong_thuc_hien]-(c)
return c"
3276,Ai là thủ phạm trong vụ ám sát Lê Hồng Sơn dẫn đến Cầu Giấy lần thứ hai ?,"match (e:Giet)-[:doi_tuong_bi_giet]-(a) where a.name = ""Lê Hồng Sơn""
match (e)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:ten_goi]-(b) where b.name=""Cầu Giấy lần thứ hai""
match (e)-[:doi_tuong_thuc_hien]-(c)
return c"
3277,Ai là thủ phạm trong vụ ám sát Đào Doãn Địch dẫn đến khởi nghĩa Nam Kì ?,"match (e:Giet)-[:doi_tuong_bi_giet]-(a) where a.name = ""Đào Doãn Địch""
match (e)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:ten_goi]-(b) where b.name=""khởi nghĩa Nam Kì""
match (e)-[:doi_tuong_thuc_hien]-(c)
return c"
3278,Ai là thủ phạm trong vụ ám sát Na-pô-lê-ông dẫn đến Cuộc Tiến công chiến lược ?,"match (e:Giet)-[:doi_tuong_bi_giet]-(a) where a.name = ""Na-pô-lê-ông""
match (e)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:ten_goi]-(b) where b.name=""Cuộc Tiến công chiến lược""
match (e)-[:doi_tuong_thuc_hien]-(c)
return c"
3279,Ai là thủ phạm trong vụ ám sát Lê Hồng Sơn dẫn đến cuộc nội chiến Mĩ ?,"match (e:Giet)-[:doi_tuong_bi_giet]-(a) where a.name = ""Lê Hồng Sơn""
match (e)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:ten_goi]-(b) where b.name=""cuộc nội chiến Mĩ""
match (e)-[:doi_tuong_thuc_hien]-(c)
return c"
3280,"Sau khi được thành lập, Ban Tham mưu ở Tây Âu đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Ban Tham mưu""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Tây Âu""
match (e1)-[:ban_hanh]-(c)
return c"
3281,"Sau khi được thành lập, quốc gia Phù Nam ở Mĩ Latinh đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""quốc gia Phù Nam""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Mĩ Latinh""
match (e1)-[:ban_hanh]-(c)
return c"
3282,"Sau khi được thành lập, Vương triều Mô-gôn ở Nam Định đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Vương triều Mô-gôn""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Nam Định""
match (e1)-[:ban_hanh]-(c)
return c"
3283,"Sau khi được thành lập, Lý ở Indonesia đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Lý""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Indonesia""
match (e1)-[:ban_hanh]-(c)
return c"
3284,"Sau khi được thành lập, nhà Nguyên ở Lụy Châu (Thuận Thành, Bắc Ninh) đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""nhà Nguyên""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Lụy Châu (Thuận Thành, Bắc Ninh)""
match (e1)-[:ban_hanh]-(c)
return c"
3285,"Sau khi được thành lập, liên minh phát xít ở hầm chỉ huy đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""liên minh phát xít""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""hầm chỉ huy""
match (e1)-[:ban_hanh]-(c)
return c"
3286,"Sau khi được thành lập, Chính phủ Pháp ở Xiêm đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Chính phủ Pháp""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Xiêm""
match (e1)-[:ban_hanh]-(c)
return c"
3287,"Sau khi được thành lập, An Nam Cộng sản đảng ở Bỉ đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""An Nam Cộng sản đảng""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Bỉ""
match (e1)-[:ban_hanh]-(c)
return c"
3288,"Sau khi được thành lập, Đảng Lập hiến ở Sơn Nam hạ đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Đảng Lập hiến""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Sơn Nam hạ""
match (e1)-[:ban_hanh]-(c)
return c"
3289,"Sau khi được thành lập, Ủy ban Việt Minh tỉnh Cao Bằng ở Đồng Xoài đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Ủy ban Việt Minh tỉnh Cao Bằng""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Đồng Xoài""
match (e1)-[:ban_hanh]-(c)
return c"
3290,"Sau khi được thành lập, Girôngđanh ở Pi-ê-môn-tê đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Girôngđanh""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Pi-ê-môn-tê""
match (e1)-[:ban_hanh]-(c)
return c"
3291,"Sau khi được thành lập, nước Đức hoàng ở nước Đức đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""nước Đức hoàng""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""nước Đức""
match (e1)-[:ban_hanh]-(c)
return c"
3292,"Sau khi được thành lập, Liên bang Cộng hòa xã hội chủ nghĩa Xô viết ở Đông Nam Á đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Liên bang Cộng hòa xã hội chủ nghĩa Xô viết""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Đông Nam Á""
match (e1)-[:ban_hanh]-(c)
return c"
3293,"Sau khi được thành lập, Ban Tham mưu ở thị xã Đồng Hới đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Ban Tham mưu""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""thị xã Đồng Hới""
match (e1)-[:ban_hanh]-(c)
return c"
3294,"Sau khi được thành lập, Đảng Cộng sản công nhân Mĩ ở Liên khu V đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Đảng Cộng sản công nhân Mĩ""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Liên khu V""
match (e1)-[:ban_hanh]-(c)
return c"
3295,"Sau khi được thành lập, Phe Liên Minh ở Xiêm đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Phe Liên Minh""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Xiêm""
match (e1)-[:ban_hanh]-(c)
return c"
3296,"Sau khi được thành lập, Hội Liên hiệp thuộc địa ở miền Xích đạo châu Phi đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Hội Liên hiệp thuộc địa""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""miền Xích đạo châu Phi""
match (e1)-[:ban_hanh]-(c)
return c"
3297,"Sau khi được thành lập, Đảng Quốc dân đại hội ở An Giang đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Đảng Quốc dân đại hội""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""An Giang""
match (e1)-[:ban_hanh]-(c)
return c"
3298,"Sau khi được thành lập, Liên bang Cộng hòa xã hội chủ nghĩa Xô viết ở vùng Tây Bắc đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Liên bang Cộng hòa xã hội chủ nghĩa Xô viết""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""vùng Tây Bắc""
match (e1)-[:ban_hanh]-(c)
return c"
3299,"Sau khi được thành lập, Quốc hội lập hiến ở Luân Đôn đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Quốc hội lập hiến""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Luân Đôn""
match (e1)-[:ban_hanh]-(c)
return c"
3300,"Sau khi được thành lập, nhà Hồ ở Đông Nam Á đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""nhà Hồ""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Đông Nam Á""
match (e1)-[:ban_hanh]-(c)
return c"
3301,"Sau khi được thành lập, Sôgun ở Vương quốc I-ta-li-a đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Sôgun""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Vương quốc I-ta-li-a""
match (e1)-[:ban_hanh]-(c)
return c"
3302,"Sau khi được thành lập, Đảng Cộng sản Việt Nam ở Xiêm đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Đảng Cộng sản Việt Nam""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Xiêm""
match (e1)-[:ban_hanh]-(c)
return c"
3303,"Sau khi được thành lập, Đảng Cộng sản ở Vécxai đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Đảng Cộng sản""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Vécxai""
match (e1)-[:ban_hanh]-(c)
return c"
3304,"Sau khi được thành lập, triều đình Huế ở Vécxai đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""triều đình Huế""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Vécxai""
match (e1)-[:ban_hanh]-(c)
return c"
3305,"Sau khi được thành lập, Nhà nước Cộng hòa dân chủ Đức ở Plâyku đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Nhà nước Cộng hòa dân chủ Đức""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Plâyku""
match (e1)-[:ban_hanh]-(c)
return c"
3306,"Sau khi được thành lập, Liên minh nhân dân Việt - Miên - Lào ở Xu-đăng đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Liên minh nhân dân Việt - Miên - Lào""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Xu-đăng""
match (e1)-[:ban_hanh]-(c)
return c"
3307,"Sau khi được thành lập, Phe Hiệp Ước ở An Giang đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Phe Hiệp Ước""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""An Giang""
match (e1)-[:ban_hanh]-(c)
return c"
3308,"Sau khi được thành lập, Chính phủ phản quốc ở Chính phủ Pháp đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Chính phủ phản quốc""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Chính phủ Pháp""
match (e1)-[:ban_hanh]-(c)
return c"
3309,"Sau khi được thành lập, triều đình HUế ở bán đảo Mã Lai đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""triều đình HUế""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""bán đảo Mã Lai""
match (e1)-[:ban_hanh]-(c)
return c"
3310,"Sau khi được thành lập, Triều đình Huế ở thành phố Hi-rô-si-ma đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Triều đình Huế""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""thành phố Hi-rô-si-ma""
match (e1)-[:ban_hanh]-(c)
return c"
3311,"Sau khi được thành lập, Xung phong công đoàn ở Yên Bái đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Xung phong công đoàn""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Yên Bái""
match (e1)-[:ban_hanh]-(c)
return c"
3312,"Sau khi được thành lập, Đảng Cộng sản Mã Lai ở Luân Đôn đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Đảng Cộng sản Mã Lai""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Luân Đôn""
match (e1)-[:ban_hanh]-(c)
return c"
3313,"Sau khi được thành lập, nhà Tống ở Phi-líp-pin đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""nhà Tống""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Phi-líp-pin""
match (e1)-[:ban_hanh]-(c)
return c"
3314,"Sau khi được thành lập, Chính phủ tư sản lâm thời ở Hòn Gai đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Chính phủ tư sản lâm thời""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Hòn Gai""
match (e1)-[:ban_hanh]-(c)
return c"
3315,"Sau khi được thành lập, Quốc hội ở Thanh Chương đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""Quốc hội""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Thanh Chương""
match (e1)-[:ban_hanh]-(c)
return c"
3316,"Sau khi được thành lập, nước Cộng hòa Xô viết Ba-vi-e ở Cô-bê đã ban hành","match (e:ThanhLap)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_ban_hanh]-(a) where a.name=""nước Cộng hòa Xô viết Ba-vi-e""
match (e1)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Cô-bê""
match (e1)-[:ban_hanh]-(c)
return c"
